Client_ID,Name,Age,Gender,City,Zone,Fashion_Wallet,Tier,LTV_Potential,Purchase_Motivation,Preferred_Channel,Return_Risk_Prob,Social_Influence_Score,Price_Sensitivity,Preferred_Hardware,Preferred_Material,Preferred_Size,Brand_Affinity,Sociological_Profile,Email,Current_Budget,Purchases_Count
CL-265094,Nicolás Sastre Guillén,30,M,Marbella,Puerto Banús,8890,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,72,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Hublot,Global_Jetset,nicolás.sastre@gmail.com,2430,0
CL-644741,Iris Guzman Cárdenas,75,F,Alcobendas,La Moraleja,8091,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,25,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Chanel | Cartier,Elite,iris.guzman@gmail.com,319,0
CL-105978,Rodolfo Ros Portero,52,M,Palma,Son Vida,7711,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,49,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,rodolfo.ros@gmail.com,7711,0
CL-136274,Albina Flores Vila,47,F,Palma,Son Vida,8254,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,64,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,albina.flores@gmail.com,677,0
CL-710218,Paulina Bru Delgado,24,F,Oleiros,Icaria (Inditex),4449,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,79,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Balenciaga | Saint Laurent,Fashion_Exec,paulina.bru@gmail.com,4449,0
CL-550088,Luz Martorell Palomar,30,F,Palma,Son Vida,15725,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,77,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Versace,Global_Jetset,luz.martorell@gmail.com,15725,0
CL-235035,Verónica Vázquez Gomis,36,F,Oviedo,Uría,28716,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,49,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Old_Money_Conservative,verónica.vázquez@gmail.com,2003,0
CL-515815,Xiomara Sanabria Bonilla,44,F,Marbella,Puerto Banús,7750,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,57,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,xiomara.sanabria@gmail.com,7750,0
CL-770859,Leonor Mercader Jódar,56,F,Madrid,Salamanca,190804,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,26,Baja (Precio Completo),Oro Rosa,Exótico (Cocodrilo/Avestruz),Mini/Small,Loewe | Hermès,Aristocracy,leonor.mercader@gmail.com,87301,0
CL-471241,Dionisia Guitart Bayo,45,F,Valencia,Pla del Remei,7219,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,35,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Urban_Sophisticated,dionisia.guitart@gmail.com,655,0
CL-366477,Eladio Isern Arco,63,M,Madrid,Salamanca,6257,VIP Platinum (Alto Valor),Alto,Inversión / Coleccionismo,Personal Shopper,0.05,39,Baja (Precio Completo),Oro (GHW),Exótico (Cocodrilo/Avestruz),Mini/Small,Dior | Hermès,Aristocracy,eladio.isern@gmail.com,2607,0
CL-712485,Adela Casanova Iriarte,67,F,Alcobendas,La Moraleja,5744,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,45,Baja (Precio Completo),Oro,Canvas,Small/Medium,Chanel | Cartier,Elite,adela.casanova@gmail.com,2398,0
CL-964064,Rosa Baró Menendez,35,F,Oleiros,Icaria (Inditex),69181,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,70,Media (Busca Valor),So Black,Epsom,Large/Tote,Saint Laurent | Balenciaga,Fashion_Exec,rosa.baró@gmail.com,69181,0
CL-608692,Paco Lago Tudela,51,M,Madrid,Salamanca,6224,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,38,Baja (Precio Completo),Oro (GHW),Exótico (Cocodrilo/Avestruz),Mini/Small,Hermès | Loewe,Aristocracy,paco.lago@gmail.com,32,0
CL-920393,Jose Carlos Peñalver Cases,34,M,Oleiros,Icaria (Inditex),5574,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,40,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Balenciaga | Saint Laurent,Fashion_Exec,jose carlos.peñalver@gmail.com,5574,0
CL-545716,Úrsula Fernandez Alarcón,58,F,Marbella,Puerto Banús,6832,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,34,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Fendi,Global_Jetset,úrsula.fernandez@gmail.com,786,0
CL-910776,Anna Cerro Acero,39,F,Palma,Son Vida,6421,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,98,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Hublot,Global_Jetset,anna.cerro@gmail.com,6421,0
CL-854616,Fernanda Godoy Cifuentes,30,F,Marbella,Puerto Banús,8966,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,67,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,fernanda.godoy@gmail.com,8966,0
CL-971907,Jenaro Baños Boix,41,M,Palma,Son Vida,7836,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,66,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Hublot,Global_Jetset,jenaro.baños@gmail.com,1505,0
CL-224457,Eufemia Mosquera Casado,33,F,Palma,Son Vida,151422,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,76,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,eufemia.mosquera@gmail.com,143648,0
CL-447407,Malena Gimenez Uriarte,57,F,Alcobendas,La Moraleja,37602,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,40,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Chanel | Hermès,Elite,malena.gimenez@gmail.com,2407,0
CL-770339,Leandra Vendrell Elías,54,F,Marbella,Puerto Banús,7985,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,44,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,leandra.vendrell@gmail.com,7985,0
CL-373511,Remedios Samper Segarra,29,F,Alcorcón,Las Retamas,6988,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,41,Alta (Cazador de Ofertas),Oro (Flashy),Monogram Canvas,Small,Gucci | YSL,Aspirational,remedios.samper@gmail.com,1745,0
CL-489215,Ainara Busquets Vara,32,F,Alcorcón,Las Retamas,22649,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,29,Alta (Cazador de Ofertas),Oro (Flashy),Coated Canvas,Small,Gucci | YSL,Aspirational,ainara.busquets@gmail.com,5307,0
CL-551026,León Sales Bermúdez,42,M,Ourense,Centro,4771,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,50,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,león.sales@gmail.com,79,0
CL-142096,Mayte Diaz Pozo,41,F,Marbella,Puerto Banús,28338,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,40,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Hublot,Global_Jetset,mayte.diaz@gmail.com,10950,0
CL-724517,Octavia Cortés Leal,54,F,Marbella,Puerto Banús,4209,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,32,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,octavia.cortés@gmail.com,4209,0
CL-395510,Araceli Castilla Verdejo,60,F,Marbella,Puerto Banús,8028,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,34,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,araceli.castilla@gmail.com,8028,0
CL-252524,Odalys Amaya Vall,34,F,Altea,Altea Hills,8964,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,24,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Expat_Wealth,odalys.amaya@gmail.com,217,0
CL-827831,Valeria Colomer Clavero,63,F,Getxo,Neguri,91176,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,23,Baja (Precio Completo),Permabrass,Clemence,Medium (30/32),Prada | Hermès,Industrial_Wealth,valeria.colomer@gmail.com,146,0
CL-733810,Cristina Coronado Jaén,52,F,Marbella,Puerto Banús,6715,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,65,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,cristina.coronado@gmail.com,6715,0
CL-933177,Ofelia Barrena Urrutia,55,F,Marbella,Puerto Banús,34811,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,46,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,ofelia.barrena@gmail.com,28169,0
CL-146844,Perla Barbero Alcolea,70,F,Alcobendas,La Moraleja,22519,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,39,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Cartier | Chanel,Elite,perla.barbero@gmail.com,526,0
CL-546669,Dorotea Pi Heredia,51,F,Alcobendas,La Moraleja,39303,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,48,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Chanel | Cartier,Elite,dorotea.pi@gmail.com,82,0
CL-817884,Miguela Sanchez Miguel,41,F,Marbella,Puerto Banús,19302,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,68,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Hublot,Global_Jetset,miguela.sanchez@gmail.com,19302,0
CL-676183,Paca Aragón Téllez,71,F,Getxo,Neguri,5973,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,32,Baja (Precio Completo),Permabrass,Clemence,Medium (30/32),Rolex | Prada,Industrial_Wealth,paca.aragón@gmail.com,1195,0
CL-728262,Morena Bayona Ríos,59,F,Madrid,Salamanca,5167,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,26,Baja (Precio Completo),Oro (GHW),Box Leather,Mini/Small,Loewe | Hermès,Aristocracy,morena.bayona@gmail.com,1583,0
CL-820725,Maricruz Guitart Montes,29,F,Oleiros,Icaria (Inditex),8911,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,80,Media (Busca Valor),Paladio (PHW),Epsom,Large/Tote,Miu Miu | Saint Laurent,Fashion_Exec,maricruz.guitart@gmail.com,8911,0
CL-205446,María José Gárate Atienza,44,F,Palma,Son Vida,20107,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,43,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Hublot,Global_Jetset,maría josé.gárate@gmail.com,13776,0
CL-506993,Eva Diaz Mendizábal,56,F,Alcobendas,La Moraleja,162055,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,41,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Cartier | Hermès,Elite,eva.diaz@gmail.com,47322,0
CL-135486,Eric Abad Tovar,46,M,Marbella,Puerto Banús,7143,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,31,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Versace,Global_Jetset,eric.abad@gmail.com,2134,0
CL-359572,Jonatan Campo Benavent,69,M,Alcobendas,La Moraleja,18662,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,27,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Hermès | Cartier,Elite,jonatan.campo@gmail.com,1277,0
CL-895041,Evangelina Prat Tudela,58,F,Getxo,Neguri,6053,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,41,Baja (Precio Completo),Oro (GHW),Clemence,Medium (30/32),Hermès | Prada,Industrial_Wealth,evangelina.prat@gmail.com,1263,0
CL-449584,Eugenia Chaves Molina,35,F,Palma,Son Vida,6990,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,68,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,eugenia.chaves@gmail.com,6990,0
CL-991464,Isaura Doménech Carreras,35,F,Oleiros,Icaria (Inditex),5910,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,58,Media (Busca Valor),So Black,Epsom,Large/Tote,Miu Miu | Balenciaga,Fashion_Exec,isaura.doménech@gmail.com,5910,0
CL-939198,Consuelo Andrade Adadia,59,F,Marbella,Puerto Banús,102995,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,35,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Fendi,Global_Jetset,consuelo.andrade@gmail.com,71384,0
CL-675039,Edu Caparrós Belda,44,M,Marbella,Puerto Banús,6780,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,65,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Fendi,Global_Jetset,edu.caparrós@gmail.com,3255,0
CL-823266,Emilia Frutos Leiva,42,F,Marbella,Puerto Banús,6814,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,36,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,emilia.frutos@gmail.com,6814,0
CL-445288,Graciana Farré Guardia,34,F,Marbella,Puerto Banús,6992,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,87,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,graciana.farré@gmail.com,6992,0
CL-716891,Lupe Tenorio Fuertes,58,F,Madrid,Salamanca,30495,VIP Platinum (Alto Valor),Alto,Inversión / Coleccionismo,Personal Shopper,0.05,21,Baja (Precio Completo),Oro (GHW),Exótico (Cocodrilo/Avestruz),Mini/Small,Hermès | Dior,Aristocracy,lupe.tenorio@gmail.com,1059,0
CL-591081,Luciana Frutos Moliner,32,F,Marbella,Puerto Banús,26343,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,91,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,luciana.frutos@gmail.com,20268,0
CL-201348,Alexandra Carranza Bermúdez,30,F,Marbella,Puerto Banús,5160,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,69,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,alexandra.carranza@gmail.com,5160,0
CL-398376,Aarón Carbajo Doménech,28,M,Oleiros,Icaria (Inditex),8520,Gold (Recurrente),Medio,Tendencia y Estatus,WhatsApp Business,0.25,28,Media (Busca Valor),Paladio (PHW),Epsom,Large/Tote,Prada | Miu Miu,Fashion_Exec,aarón.carbajo@gmail.com,1300,0
CL-833383,Aura Anglada Gibert,30,F,Madrid,Chamberí,7496,VIP Platinum (Alto Valor),Alto,Recompensa / Éxito,E-Commerce,0.15,52,Media (Busca Valor),Paladio (PHW),Canvas,Small/Medium,Givenchy | Gucci,Young_High_Pro,aura.anglada@gmail.com,1374,0
CL-879627,Eli Sobrino Calleja,54,F,Palma,Son Vida,6580,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,41,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Hublot,Global_Jetset,eli.sobrino@gmail.com,6580,0
CL-694266,Lourdes Nieto Parra,59,F,Palma,Son Vida,4553,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,41,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Hublot,Global_Jetset,lourdes.nieto@gmail.com,4553,0
CL-873356,Cayetana Núñez Andreu,63,F,Oviedo,Uría,6420,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,49,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,cayetana.núñez@gmail.com,1107,0
CL-869355,Guadalupe Nogués Perelló,27,F,Oleiros,Icaria (Inditex),3747,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,74,Media (Busca Valor),Paladio (PHW),Epsom,Large/Tote,Saint Laurent | Miu Miu,Fashion_Exec,guadalupe.nogués@gmail.com,3747,0
CL-295371,Dolores Hernandez Guijarro,56,F,Palma,Son Vida,5882,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,34,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,dolores.hernandez@gmail.com,203,0
CL-972952,Custodia Quevedo Sola,59,F,Marbella,Puerto Banús,6205,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,45,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Fendi,Global_Jetset,custodia.quevedo@gmail.com,551,0
CL-406844,Lino Zamora Camacho,25,M,Oleiros,Icaria (Inditex),4895,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,42,Media (Busca Valor),Paladio (PHW),Piel Brillante,Large/Tote,Balenciaga | Miu Miu,Fashion_Exec,lino.zamora@gmail.com,4895,0
CL-132563,Cristina Mariño Cuéllar,51,F,Getxo,Neguri,23331,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,48,Baja (Precio Completo),Oro (GHW),Togo,Medium (30/32),Hermès | Prada,Industrial_Wealth,cristina.mariño@gmail.com,1647,0
CL-161955,Ariadna Carreras Soria,65,F,Alcobendas,La Moraleja,4106,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,33,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Chanel | Hermès,Elite,ariadna.carreras@gmail.com,1063,0
CL-977253,Patricia Castro Reyes,75,F,Alcobendas,La Moraleja,8461,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,39,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Hermès | Cartier,Elite,patricia.castro@gmail.com,1896,0
CL-121115,Remigio Gelabert Mate,28,M,Madrid,Chamberí,8454,Gold (Recurrente),Medio,Recompensa / Éxito,E-Commerce,0.15,42,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Jacquemus | Celine,Young_High_Pro,remigio.gelabert@gmail.com,748,0
CL-928531,Josep Nieto Ojeda,41,M,Palma,Son Vida,8357,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,53,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,josep.nieto@gmail.com,5184,0
CL-252940,Bernarda Becerra Ayala,57,F,Marbella,Puerto Banús,5745,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,47,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Fendi,Global_Jetset,bernarda.becerra@gmail.com,2565,0
CL-849088,Ágata Urrutia Villalba,47,F,Ourense,Centro,32557,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),E-Commerce,0.15,37,Alta (Cazador de Ofertas),Oro,Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,ágata.urrutia@gmail.com,3221,0
CL-237004,Marisela Neira Pedraza,35,F,Palma,Son Vida,8119,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,74,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,marisela.neira@gmail.com,2011,0
CL-227648,Ana Anaya Carbó,54,F,Alcobendas,La Moraleja,8791,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,50,Baja (Precio Completo),Oro,Canvas,Small/Medium,Cartier | Hermès,Elite,ana.anaya@gmail.com,135,0
CL-184467,Eusebia Espada Álvarez,58,F,Palma,Son Vida,26469,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,60,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Fendi,Global_Jetset,eusebia.espada@gmail.com,6812,0
CL-609678,Ricarda Mármol Pizarro,43,F,Valencia,Pla del Remei,4288,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,21,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Urban_Sophisticated,ricarda.mármol@gmail.com,1165,0
CL-777203,Juliana Arjona Marti,70,F,Getxo,Neguri,5404,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,24,Baja (Precio Completo),Oro (GHW),Box,Medium (30/32),Rolex | Hermès,Industrial_Wealth,juliana.arjona@gmail.com,1937,0
CL-626803,Maximiano Molina Perez,24,M,Oleiros,Icaria (Inditex),35571,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,57,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Saint Laurent | Prada,Fashion_Exec,maximiano.molina@gmail.com,21228,0
CL-214997,María Manuela Mendizábal Jáuregui,55,F,Alcobendas,La Moraleja,7978,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,38,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Cartier | Chanel,Elite,maría manuela.mendizábal@gmail.com,350,0
CL-934223,Rosalina Gaya Cobos,54,F,Marbella,Puerto Banús,6175,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,rosalina.gaya@gmail.com,6175,0
CL-339341,Tere Arnau Posada,41,F,Marbella,Puerto Banús,5283,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,tere.arnau@gmail.com,2067,0
CL-531152,Matilde Roldan Barbero,57,F,Alcobendas,La Moraleja,8128,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),E-Commerce,0.15,10,Baja (Precio Completo),Oro,Canvas,Small/Medium,Hermès | Chanel,Elite,matilde.roldan@gmail.com,5757,0
CL-871754,Esther Pizarro Iglesia,68,F,Madrid,Salamanca,30416,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,47,Baja (Precio Completo),Oro Rosa,Box Leather,Mini/Small,Hermès | Dior,Aristocracy,esther.pizarro@gmail.com,1282,0
CL-322003,Caridad Valderrama Alfaro,31,F,Barcelona,Sarrià,8545,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,39,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Bourgeoisie,caridad.valderrama@gmail.com,1,0
CL-675345,Berta Rius Espinosa,59,F,Marbella,Puerto Banús,4396,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,64,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Dolce & Gabbana,Global_Jetset,berta.rius@gmail.com,4396,0
CL-813199,Melania Berrocal Royo,65,F,Murcia,Catedral,5022,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,20,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Agro_Wealth,melania.berrocal@gmail.com,101,0
CL-293981,Roxana Granados Checa,68,F,Getxo,Neguri,96880,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,36,Baja (Precio Completo),Oro (GHW),Box,Medium (30/32),Rolex | Prada,Industrial_Wealth,roxana.granados@gmail.com,90498,0
CL-291722,Áurea Herrera Oliva,50,F,Marbella,Puerto Banús,198255,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,34,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Versace,Global_Jetset,áurea.herrera@gmail.com,198255,0
CL-410929,Brunilda Díez Rojas,67,F,Madrid,Salamanca,4443,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,29,Baja (Precio Completo),Oro (GHW),Box Leather,Mini/Small,Hermès | Loewe,Aristocracy,brunilda.díez@gmail.com,23,0
CL-160945,Adela Mercader Arellano,38,F,Oleiros,Icaria (Inditex),7032,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,18,Media (Busca Valor),Paladio (PHW),Epsom,Large/Tote,Prada | Balenciaga,Fashion_Exec,adela.mercader@gmail.com,764,0
CL-699841,Lola Ayuso Múgica,29,F,Madrid,Chamberí,27615,Gold (Recurrente),Medio,Recompensa / Éxito,E-Commerce,0.15,46,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Givenchy | Gucci,Young_High_Pro,lola.ayuso@gmail.com,4167,0
CL-446576,Ale Meléndez Nieto,51,F,Madrid,Salamanca,21623,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,25,Baja (Precio Completo),Oro Rosa,Exótico (Cocodrilo/Avestruz),Mini/Small,Hermès | Loewe,Aristocracy,ale.meléndez@gmail.com,326,0
CL-226785,Alondra Landa Oliver,65,F,Alcobendas,La Moraleja,23770,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,20,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Cartier | Hermès,Elite,alondra.landa@gmail.com,841,0
CL-610945,Morena Espinosa Chamorro,49,F,Marbella,Puerto Banús,4769,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,69,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,morena.espinosa@gmail.com,2433,0
